Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,123.33065032958984,85.81999969482422,88.5095443725586,234.42356872558594,14.302286148071289,108.0999984741211,129.07956676089162,86.95999908447266,90.4263244711382,240.46077124140547,14.982682047498178,118.80000305175781,122.44316513126005,84.20999908447266,87.91364821898763,232.29048067163205,14.08348078348017,104.63999938964844,128.4681939201586,85.45999908447266,88.97631857972549,237.84823891620616,14.837810367489242,118.47000122070312
2023-01-04,124.60270690917969,85.13999938964844,87.47667694091797,224.16915893554688,14.735899925231934,113.63999938964844,126.87072372434358,86.9800033569336,90.02907281249857,227.8580076648185,14.839807646660638,114.58999633789062,123.34050912530462,83.36000061035156,86.67222007582812,221.096740762334,14.22835169668265,107.5199966430664,125.1253349737568,86.55000305175781,89.73112470288972,227.28070963200992,14.55406236555899,109.11000061035156
2023-01-05,123.2813491821289,83.12000274658203,85.60954284667969,217.5252685546875,14.252330780029297,110.33999633789062,125.99310505602139,85.41999816894531,86.97016132679408,222.65249456632077,14.55106500758206,111.75,123.02497040718632,83.06999969482422,85.3116023377022,216.98710309720292,14.135434115107048,107.16000366210938,125.36200610905166,85.33000183105469,86.8708478238016,222.31002156690943,14.478129888796087,110.51000213623047
2023-01-06,127.8173828125,86.08000183105469,86.74172973632812,220.0888671875,14.845804214477539,113.05999755859375,128.47806338393755,86.4000015258789,87.0893383476196,220.90100504687248,14.996670137157544,114.38999938964844,123.15316666234692,81.43000030517578,84.2787216281847,214.6289776058487,14.02153707163228,101.80999755859375,124.25759364277924,83.02999877929688,86.19550170469084,218.20041337731763,14.461145896873958,103.0
2023-01-09,128.33998107910156,87.36000061035156,87.41707611083984,222.23175048828125,15.614121437072754,119.7699966430664,131.55465346679887,89.4800033569336,89.43317735489786,226.26308695168126,16.04174083826341,123.5199966430664,128.08360234953716,87.08000183105469,87.25817602105704,221.53703999477176,15.127553464181608,117.11000061035156,128.65553802002677,87.45999908447266,87.75475111447206,221.57617251580095,15.270427071771651,118.95999908447266
2023-01-10,128.9119415283203,89.87000274658203,87.81433868408203,223.92453002929688,15.894871711730957,118.8499984741211,129.4345696464241,90.19000244140625,88.06262623356912,226.33157576127422,15.947824139665439,122.76000213623047,126.33823803970584,87.29000091552734,85.24208330842042,222.43724039296023,15.458259534317742,114.91999816894531,128.44847658636624,87.56999969482422,85.39105735353961,222.85797845401495,15.493228298581526,121.06999969482422
2023-01-11,131.63357543945312,95.08999633789062,90.89309692382812,230.69558715820312,15.986787796020508,123.22000122070312,131.65328646822576,95.26000213623047,90.97255075305516,230.87170589795403,16.01376424221786,125.94999694824219,128.64571450243,90.93000030517578,88.40029554318691,226.1358795554185,15.549177090180791,120.51000213623047,129.4247214433815,90.93000030517578,88.56912924744373,226.31199829516942,15.82593149314411,122.08999633789062
2023-01-12,131.5546875,95.2699966430664,90.50576782226562,233.37660217285156,16.496335983276367,123.55999755859375,132.39285762882386,97.19000244140625,91.24070436753142,234.73668494527053,16.622223531730338,124.12999725341797,129.6120828388038,93.5,89.13522338270101,228.53314279943885,15.478240920942719,117.0,132.01815247276784,96.93000030517578,90.85337642641241,230.1965511287431,16.085701700564304,122.55999755859375
2023-01-13,132.88587951660156,98.12000274658203,91.4889907836914,234.08111572265625,16.883991241455078,122.4000015258789,133.04365799858422,98.37000274658203,91.55851098824732,234.21810194476328,16.906971530423156,122.62999725341797,129.82900042275443,94.12000274658203,89.51261661092427,229.86388103095572,16.150643894020064,115.5999984741211,130.19384999657817,94.18000030517578,90.22768590186173,231.89911556681622,16.263542495863074,116.55000305175781
2023-01-17,134.04949951171875,96.05000305175781,90.66468811035156,235.17698669433594,17.686281204223633,131.49000549316406,135.38071617959397,98.88999938964844,91.6181114503346,235.72493150416275,17.71225909326382,131.6999969482422,132.26467339365607,95.7300033569336,89.43318391001537,231.9871416608243,16.883994729782152,125.0199966430664,132.95493555995287,98.68000030517578,91.42941047632274,232.84820632219572,16.883994729782152,125.69999694824219
2023-01-18,133.32965087890625,95.45999908447266,90.49584197998047,230.73471069335938,17.3615665435791,128.77999877929688,136.682361304903,99.31999969482422,92.1643344905254,237.16331319071614,17.857124380012475,136.67999267578125,133.15214630173037,95.37999725341797,90.0191265867673,230.4509588691296,17.266649703031376,127.01000213623047,134.91726132660978,97.25,91.50885177199906,236.37074903194667,17.65130797442149,136.55999755859375
2023-01-19,133.38880920410156,93.68000030517578,92.41262817382812,226.93820190429688,16.750112533569336,127.16999816894531,134.3551761664197,95.44000244140625,92.96878985532521,230.4509462767117,17.181730042412166,129.99000549316406,131.90966964997585,92.86000061035156,90.00919895635575,225.7151054470098,16.716144233908317,124.30999755859375,132.21535608370812,94.73999786376953,90.09858641353043,228.74839063323248,17.020871801588246,127.26000213623047
2023-01-20,135.95262145996094,97.25,97.34857940673828,235.04978942871094,17.82316017150879,133.4199981689453,136.1005444209002,97.3499984741211,97.62666782792186,235.55860174293485,17.840145274175512,133.50999450683594,132.35338844252215,93.19999694824219,94.36912880255512,229.46267816024536,16.810060635942243,127.3499984741211,133.3986444948596,93.86000061035156,94.44858263717902,229.80515114547578,16.99589439076675,128.67999267578125
2023-01-23,139.1475830078125,97.5199966430664,99.1064453125,237.35899353027344,19.175954818725586,143.75,141.32685514540398,97.77999877929688,99.35473282728917,239.89324581557503,19.227908681444084,145.3800048828125,135.9822178760608,95.86000061035156,96.8321307677752,234.49204766030977,17.80217600427692,134.27000427246094,136.19915953850284,97.55999755859375,97.27904526354224,235.91085150015493,18.04795590708496,135.8699951171875
2023-01-24,140.54783630371094,96.31999969482422,97.03076171875,236.83062744140625,19.24789047241211,143.88999938964844,141.1690797184196,98.08999633789062,98.92768204637555,238.6995225755174,19.477687661634242,146.5,138.34885309206118,96.0,96.53418666885439,235.26507279685154,18.803285974223765,141.10000610351562,138.35870860544603,96.93000030517578,97.42802327409328,237.28073354657224,18.810279727152732,143.0
2023-01-25,139.8871612548828,97.18000030517578,94.56776428222656,235.43141174316406,19.30584144592285,144.42999267578125,140.44922647148869,97.23999786376953,95.5013279050371,238.0635179347867,19.35280059491453,146.41000366210938,136.87957443059517,91.5199966430664,93.11776588375292,225.93039107535145,18.5635011872948,138.07000732421875,138.93064978868992,92.55999755859375,94.91536534057045,229.4333414223457,18.896205671677528,141.91000366210938
2023-01-26,141.9579315185547,99.22000122070312,96.85199737548828,242.662353515625,19.784414291381836,160.27000427246094,142.24389182095663,99.48999786376953,96.90165791285827,242.9656790686591,20.148091350518563,161.4199981689453,139.9265676340099,96.91999816894531,94.7266567027606,236.79149012411796,19.260879477450576,154.75999450683594,141.17890975078,98.23999786376953,95.83898757649443,238.40597158463132,19.68350415512984,159.97000122070312
2023-01-27,143.90052795410156,102.23999786376953,98.68932342529297,242.81890869140625,20.346912384033203,177.89999389648438,145.18245171809102,103.48999786376953,99.63281294412907,244.4529638450001,20.609679285685996,180.67999267578125,141.09017225065355,99.52999877929688,96.6434291650943,241.5175322068459,19.3877659327664,161.1699981689453,141.16906148730033,99.52999877929688,96.6434291650943,243.63104656960752,19.444714514869208,162.42999267578125
2023-01-30,141.0112762451172,100.55000305175781,96.27598571777344,237.48623657226562,19.144981384277344,166.66000366210938,143.52581599866483,101.73999786376953,97.61673701280314,240.3140354258699,20.122111480612517,179.77000427246094,140.86336833761902,99.01000213623047,95.73968368433458,236.98720358432553,19.132991005740035,166.5,142.94402483372846,101.08999633789062,96.81228775121231,239.24748380148316,19.93228160654775,178.0500030517578
2023-01-31,142.28334045410156,103.12999725341797,98.16294860839844,242.47642517089844,19.519649505615234,173.22000122070312,142.3326481092963,103.3499984741211,98.20267552018197,242.61341137751842,19.6695159068721,174.3000030517578,140.301299106578,101.13999938964844,96.15678881469911,237.72102552626626,18.933170937254296,162.77999877929688,140.71545632636276,101.16000366210938,96.20644934871194,238.2102641113915,19.15297486538739,164.57000732421875
2023-02-01,143.40748596191406,105.1500015258789,99.7420654296875,247.31011962890625,20.924400329589844,181.41000366210938,144.57108343034756,106.23999786376953,100.49686163170139,249.68781212878685,21.173177824154312,183.80999755859375,139.35465851027638,101.23999786376953,96.91158914355285,240.18680659624076,19.593582609656906,169.92999267578125,141.96779872652098,102.52999877929688,98.03384603535108,242.66235279117208,19.673511481668655,173.88999938964844
2023-02-02,148.72254943847656,112.91000366210938,107.00200653076172,258.90509033203125,21.689720153808594,188.27000427246094,149.07752846410273,114.0,107.11125366516494,258.9931497026044,21.929506784254198,196.75,146.10939403157928,108.87999725341797,104.88659921184829,251.71327646099442,20.681617361721663,182.61000061035156,146.82923768896234,110.25,105.07530018529661,253.2494929338685,20.981350173364984,187.3300018310547
2023-02-03,152.35134887695312,103.38999938964844,104.06227111816406,252.78958129882812,21.081262588500977,189.97999572753906,155.1913011660709,108.77999877929688,107.07151484914603,258.51367868054353,21.725690255514703,199.0,145.77411121969988,102.5199966430664,101.87734382713276,251.5664848437929,20.770537947888805,183.69000244140625,145.97132678498124,105.26000213623047,102.22494486291488,253.9539715128819,20.98135101207442,183.9499969482422
2023-02-06,149.61988830566406,102.18000030517578,102.19515228271484,251.24356079101562,21.070270538330078,194.75999450683594,150.97084596204795,103.94999694824219,103.64515059717341,252.74062959875695,21.5508423327334,198.1699981689453,148.68310295478358,100.6500015258789,101.1821348832258,249.29640086650787,20.767538244752775,189.9199981689453,150.4482178700856,102.93000030517578,101.69857720610024,251.89915360390006,20.78752093914061,193.00999450683594
2023-02-07,152.49928283691406,102.11000061035156,106.90269470214844,261.8014221191406,22.15330696105957,196.80999755859375,153.07121860652774,102.41000366210938,107.43899675843637,262.9853714635193,22.239231020625414,197.5,148.54505515759215,98.08000183105469,102.41365880537815,254.4824000995704,21.13121484156341,189.5500030517578,148.54505515759215,101.16999816894531,102.51297231717919,254.92272689298787,21.36300913696343,196.42999267578125
2023-02-08,149.80722045898438,100.05000305175781,98.68932342529297,260.98919677734375,22.185277938842773,201.2899932861328,152.4302309897519,102.66999816894531,102.43349578854317,270.8033204877072,22.85768053067308,203.0,149.06765083879986,98.77999877929688,97.36843203721557,260.48036959562694,21.988452406748905,194.30999755859375,151.7399690202295,102.04000091552734,101.3509658685551,267.31994454545406,22.36711549775643,196.10000610351562
2023-02-09,148.77182006835938,98.23999786376953,94.35919952392578,257.9461975097656,22.317161560058594,207.32000732421875,152.1837078719676,101.77999877929688,99.34481003021067,268.08323851228033,22.999555526039853,214.0,148.3280813053058,97.56999969482422,92.9886474435818,257.1438389059793,22.10035523115799,204.77000427246094,151.64135380753217,101.31999969482422,99.31501673753093,267.9070898928633,22.585923657185848,207.77999877929688
2023-02-10,149.13726806640625,97.61000061035156,93.92220306396484,257.4374084472656,21.24611473083496,196.88999938964844,149.46317743221437,98.81999969482422,96.08727054839915,258.4060915123102,22.058392461214652,206.1999969482422,147.3694730974516,96.2300033569336,93.60439534043017,255.04992121599022,20.792519344482113,192.88999938964844,147.60650220064647,97.55999755859375,94.79617240940175,255.90119177142458,21.67073844745962,202.22999572753906
2023-02-13,151.9420623779297,99.54000091552734,93.9619369506836,265.4803771972656,21.76865005493164,194.63999938964844,152.34696638235076,99.68000030517578,94.54789190623137,268.6897804466683,22.028419376071003,196.3000030517578,149.04839042017383,96.91000366210938,93.19720708667369,261.4001151162253,20.943383416988237,187.61000061035156,149.0780171748983,97.8499984741211,94.0910437433125,261.8795891341791,21.51887208141164,194.4199981689453
2023-02-14,151.30007934570312,99.69999694824219,94.03144836425781,266.3121337890625,22.95060157775879,209.25,151.86301769491905,100.91999816894531,94.20028205662871,269.05185781059515,23.028531426665566,209.82000732421875,148.9891025921519,97.5199966430664,91.62802702784766,263.48432054830886,21.347025428504075,189.44000244140625,150.233471212628,98.41000366210938,93.78316084825346,266.8013723543899,21.558837057988583,191.94000244140625
2023-02-15,153.40367126464844,101.16000366210938,96.27598571777344,264.18359375,22.74378204345703,214.24000549316406,153.5715611952289,101.16999816894531,96.45475306225306,265.5667061238545,22.834700825235142,214.66000366210938,150.98405804107867,98.44999694824219,93.50509566690675,261.1034647893126,22.08636740802222,206.11000061035156,151.21120146838675,99.08999633789062,93.84276310807108,263.2026655361077,22.528972843717096,211.75999450683594
2023-02-16,151.8037872314453,98.1500015258789,94.85576629638672,257.1502990722656,21.982458114624023,202.0399932861328,154.39129073768956,100.62999725341797,97.01090015224685,261.6527555228092,22.529969797888562,217.64999389648438,151.44825113314346,98.0999984741211,94.09103649131777,256.90506704379015,21.90752396912448,201.83999633789062,151.6062554560653,99.20999908447266,94.7167258913076,258.9846298555741,22.1133403700295,210.77999877929688
2023-02-17,150.6581573486328,97.19999694824219,93.7037124633789,253.13827514648438,21.369007110595703,208.30999755859375,151.10257366904202,97.94000244140625,94.90542320133379,255.12955777223888,21.72069380435597,208.44000244140625,148.97924287733272,95.6500015258789,92.571521930855,251.11756587840034,20.956373763969037,197.5,150.46064065840176,97.80000305175781,94.20028752420988,254.4429261393681,21.611791347619178,199.99000549316406
2023-02-21,146.6386260986328,94.58000183105469,91.1612548828125,247.85110473632812,20.636653900146484,197.3699951171875,149.4236611977066,95.61000061035156,92.46227917896354,250.61732920198398,21.474907454748386,209.7100067138672,146.56950203742764,94.2699966430664,91.09173467409758,246.79170057721154,20.599686109819366,197.22000122070312,148.33729678255915,95.33999633789062,92.36296567753287,249.62658222759543,20.98134676815922,204.99000549316406
2023-02-22,147.0633087158203,95.79000091552734,91.02220916748047,246.71319580078125,20.735565185546875,200.86000061035156,148.0904046122651,97.01000213623047,91.4790573091785,249.48922383589215,21.085254682815485,201.99000549316406,145.3350111943411,94.80000305175781,89.98933214302377,245.56551183733654,20.402860786393017,191.77999877929688,147.02379633351947,95.0999984741211,91.07186212673855,249.24399183598243,20.688607954239167,197.92999267578125
2023-02-23,147.54722595214844,95.81999969482422,90.26742553710938,249.91107177734375,23.642982482910156,202.07000732421875,148.47557105445037,96.43000030517578,91.31023632954823,251.94158528743853,23.866784468278883,205.13999938964844,145.41402441253163,93.66999816894531,89.14516848336292,245.70288158455787,23.004550068861985,196.3300018310547,148.22867140254277,96.12000274658203,91.29036908137002,250.6859984387384,23.419182403196057,203.91000366210938
2023-02-24,144.8905792236328,93.5,88.51947021484375,244.46688842773438,23.26531982421875,196.8800048828125,145.36462227322275,94.13999938964844,89.27426645106479,246.21293914937976,23.453154499296485,197.6699981689453,143.91285130614398,92.31999969482422,87.9732421781732,243.3682538076719,22.92662208252436,192.8000030517578,145.28561258669828,93.52999877929688,88.82735191404939,245.19278056900376,23.204375078577097,196.3300018310547
2023-02-27,146.0855712890625,93.76000213623047,89.2544174194336,245.38894653320312,23.480125427246094,207.6300048828125,147.32006943922315,94.77999877929688,89.5424319067535,247.99821854657074,23.85878850275968,209.4199981689453,145.6213987790375,93.13999938964844,88.7280414119719,244.63362779927607,23.433168194948315,201.25999450683594,145.8781840387877,94.27999877929688,89.2544174194336,247.64508387583098,23.648975943367386,202.02999877929688
2023-02-28,145.5819091796875,94.2300033569336,89.44309997558594,244.6630859375,23.19538116455078,205.7100067138672,147.2311969873109,94.69000244140625,90.60509140829545,246.6936142975938,23.803841462170766,211.22999572753906,145.0091001993268,92.91999816894531,88.70817098707695,243.98624315080207,23.18538981700552,203.75,145.2263730908277,93.13999938964844,88.7181046101625,244.31977008171737,23.351242756078413,210.58999633789062
2023-03-01,143.50791931152344,92.16999816894531,89.74105072021484,241.57315063476562,22.677841186523438,202.77000427246094,145.4041064076396,94.68000030517578,90.40645952118473,246.14426388843702,23.23534617422928,207.1999969482422,143.21163678129003,91.58999633789062,89.05577467248298,241.10229440260224,22.488009397581543,198.52000427246094,145.00907308036537,93.87000274658203,89.36365638021726,245.9775079191277,23.1714019321177,206.2100067138672
2023-03-02,144.1005096435547,92.12999725341797,91.36981201171875,246.3208465576172,23.293292999267578,190.89999389648438,144.8905915062189,92.2300033569336,91.64789283593468,246.60530911013456,23.359234366551537,193.75,142.11542689154663,90.38999938964844,88.97631656003954,240.92574220982544,22.412076372322428,186.00999450683594,142.58948505088003,91.41000366210938,89.0458443432277,241.84781698411012,22.468028298017433,186.74000549316406
2023-03-03,149.15701293945312,94.9000015258789,93.00851440429688,250.42111206054688,23.86878204345703,197.7899932861328,149.236022634522,94.94000244140625,93.087968235955,250.744820108994,23.878773390868645,200.47999572753906,145.50290119247913,92.66000366210938,91.81672966082834,246.5954987021246,23.10945679106635,192.8800048828125,146.20408774818284,92.73999786376953,91.84653053055096,247.38024412553207,23.299288580577688,194.8000030517578
2023-03-06,151.9222869873047,93.75,94.4783706665039,251.97096252441406,23.533079147338867,193.80999755859375,154.36165661510182,96.55000305175781,95.31262072930046,255.15897842261484,24.226461044059512,198.60000610351562,151.55688034550414,93.73999786376953,93.35611372922939,251.0979372310023,23.466137318126673,192.3000030517578,151.88277460629178,95.19000244140625,93.37597339821141,251.53935182335243,23.86977970229094,198.5399932861328
2023-03-07,149.71994018554688,93.55000305175781,93.21707916259766,249.30287170410156,23.271270751953125,187.7100067138672,152.11979733212814,95.08999633789062,95.01467861504145,252.7753655750459,24.107669371173664,194.1999969482422,149.25576768015293,92.77999877929688,92.88933777532736,248.5573717332823,23.224303630876733,186.10000610351562,151.79388801539042,94.05999755859375,94.32941012372648,251.41186114109584,23.583046895587337,191.3800048828125
2023-03-08,150.9741668701172,93.91999816894531,93.60440826416016,248.86141967773438,24.16362762451172,182.0,151.5667319547554,94.16999816894531,95.30269423163304,249.68539556928397,24.182614980874536,186.5,149.94707113557456,92.18000030517578,93.35612070908282,246.02653848093868,23.407171499495316,180.0,150.9149133755646,93.5999984741211,93.47530146328849,249.19493159082262,23.470125964528833,185.0399932861328
2023-03-09,148.7224578857422,92.25,91.6876220703125,247.5077667236328,23.41916275024414,172.9199981689453,152.62346903568368,96.20999908447266,94.87563316082465,254.60967605303648,24.43643099664028,185.17999267578125,148.3669218148619,92.18000030517578,91.2705008234345,246.78187459593914,23.36619942637725,172.50999450683594,151.65562670311525,93.68000030517578,93.40577517359714,250.94101481489335,24.157630214818013,180.25
2023-03-10,146.65835571289062,90.7300033569336,90.00919342041016,243.84889221191406,22.948501586914062,173.44000244140625,149.0680981101437,93.56999969482422,92.15440133504755,247.9687868907418,23.610026647081675,178.2899932861328,145.77939377975045,90.25,89.78077313404465,242.87778305422765,22.709672969612804,168.44000244140625,148.34715553049173,92.66999816894531,91.53864552759404,246.29140836322506,23.392182851427492,175.1300048828125
2023-03-13,148.6039276123047,92.43000030517578,90.48592376708984,249.07728576660156,22.949499130249023,174.47999572753906,151.2408134460528,94.0199966430664,91.93592228506377,252.99119465758184,23.281261328785007,177.35000610351562,145.86827591395192,88.12000274658203,88.80749734787294,241.0434814454073,22.280981070155615,163.91000366210938,145.97691233719496,89.97000122070312,89.47290622541813,242.68162973682047,22.735654088257906,167.4600067138672
2023-03-14,150.69766235351562,94.87999725341797,93.3263168334961,255.81619262695312,24.045711517333984,183.25999450683594,151.49761478500946,95.06999969482422,93.7136447693308,256.0908512385294,24.201599575418847,183.8000030517578,148.23855155589501,92.70999908447266,91.806798381047,250.98021034956767,23.443144105930298,177.13999938964844,149.4039106364519,93.83000183105469,91.92597154460599,251.85323557231487,23.479119446090365,177.30999755859375
2023-03-15,151.09274291992188,96.19999694824219,95.45166015625,260.3775634765625,24.210594177246094,180.4499969482422,151.34951317792223,96.66999816894531,96.26604296450648,261.39773710687786,24.26855116568074,182.33999633789062,148.06080742906926,93.06999969482422,92.00542797274241,254.26637049083152,23.343217756211608,176.02999877929688,149.3150621003309,93.22000122070312,92.58145687000861,255.02170430462056,23.743928730018236,180.8000030517578
2023-03-16,153.917236328125,100.04000091552734,99.63282012939453,270.9323425292969,25.52264976501465,184.1300048828125,154.5196720318581,100.98999786376953,100.49686346498038,271.28546226233277,25.56961497502834,185.80999755859375,149.7594399024329,95.61000061035156,94.84583683514583,258.25873880453594,23.876831829766417,178.83999633789062,150.27299535550645,95.75,95.54103889104195,260.15192277848104,24.00973759899107,180.3699951171875
2023-03-17,153.07778930664062,98.94999694824219,100.9239273071289,274.1007080078125,25.706520080566406,180.1300048828125,154.79621636647911,100.66000366210938,102.13556420140692,277.9263212786572,26.380035679628442,186.22000122070312,152.36671707978053,97.45999908447266,99.41433474115614,271.05003625066047,25.649559915079895,177.3300018310547,154.1443976469308,99.79000091552734,99.5732424121574,272.95303899433276,25.963335426659217,184.52000427246094
2023-03-20,155.447998046875,97.70999908447266,100.52666473388672,267.0380554199219,25.881389617919922,183.25,155.8628026785515,98.4800033569336,101.05303312899842,272.1879277131166,26.005301068767896,186.44000244140625,152.23830291826783,95.69999694824219,99.18591347561197,264.70344185731915,25.111942430781735,176.35000610351562,153.14690680049927,98.41000366210938,99.43420102629747,271.6974636851933,25.596594552261188,178.0800018310547
2023-03-21,157.30470275878906,100.61000061035156,104.20130920410156,268.5584716796875,26.180177688598633,197.5800018310547,157.42320976774403,100.8499984741211,104.38007652952844,269.7552050595554,26.373039827669455,198.0,154.59867718770118,98.0,100.52665677571322,264.3797087419352,25.36276646397826,188.0399932861328,155.36901795458434,98.13999938964844,100.55645006709534,269.6374984870352,26.161192238077973,188.27999877929688
2023-03-22,155.87266540527344,98.69999694824219,102.66193389892578,267.096923828125,26.44898223876953,191.14999389648438,160.1292123200188,102.0999984741211,105.8598710222932,275.6800448026521,27.5691770512285,200.66000366210938,155.85290921676807,98.61000061035156,102.62220698360557,266.98900616938766,26.21814732063285,190.9499969482422,157.32443633451206,100.44999694824219,103.55576297366062,268.1857396626866,26.406011961673386,199.3000030517578
2023-03-23,156.95901489257812,98.70999908447266,104.87664794921875,272.364501953125,27.171464920043945,192.22000122070312,159.5465330865828,101.05999755859375,105.5718575582382,275.6996515319118,27.479244205116395,199.30999755859375,155.72451682640147,97.62000274658203,103.74445745321431,269.9514271903419,26.670825406717857,188.64999389648438,156.86026408901787,100.43000030517578,104.34034599156392,272.63916062583564,27.095519307910028,195.25999450683594
2023-03-24,158.2626953125,98.12999725341797,104.71774291992188,275.2190246582031,26.759761810302734,190.41000366210938,158.35157558084836,98.30000305175781,104.76739587577343,275.2778779537336,27.147483566492234,192.36000061035156,155.89246440584685,96.4000015258789,103.12869679000204,270.02990624154876,26.33606661722122,187.14999389648438,156.88993369073094,98.06999969482422,104.27082085445686,271.9525170784999,27.01158158648211,191.64999389648438
2023-03-27,156.31710815429688,98.04000091552734,101.7581558227539,271.10888671875,26.51194190979004,191.80999755859375,158.77623413977568,99.33999633789062,104.0424040271739,276.09198781080295,26.980604872002896,197.38999938964844,155.91218910395636,97.08000183105469,101.23178749509955,270.26527306825443,26.346060787962443,189.94000244140625,157.9565254779494,99.06999969482422,103.90336362277968,275.1503053082786,26.817721854374156,194.4199981689453
2023-03-28,155.6949005126953,97.23999786376953,100.33795166015625,269.9808654785156,26.391027450561523,189.19000244140625,156.52449472162644,98.44000244140625,101.74822295932152,270.87351368720647,26.493954097903753,192.35000610351562,154.04561279409856,96.29000091552734,99.05678714399609,266.86149121075977,25.831430276636002,185.42999267578125,156.01093927220384,98.11000061035156,101.73829691402915,270.53018284762516,26.4280015261845,192.0
2023-03-29,158.77622985839844,100.25,100.69550323486328,275.16015625,26.964614868164062,193.8800048828125,159.05275625859912,100.41999816894531,101.78796699436612,275.7781457546804,27.058547204541636,195.2899932861328,157.37384166607825,98.55999755859375,99.9605741715083,273.1002012129155,26.577893744882736,189.44000244140625,157.39358278783644,98.69000244140625,101.57940635113572,273.6396997041648,26.805730597872664,193.1300048828125
2023-03-30,160.3465118408203,102.0,100.19891357421875,278.632568359375,27.363327026367188,195.27999877929688,160.45514829132492,103.04000091552734,100.46706834599645,279.0347524055632,27.479244818412727,197.3300018310547,159.27003296644855,101.01000213623047,99.09651635054152,276.1116063138486,27.082528764123946,194.4199981689453,159.5268031814781,101.55000305175781,100.21878081953102,278.80915813894063,27.209438333385553,195.5800018310547
